sales_document,document_type,sales_document_item,order_date,company_code,sales_organization,distribution_channel,sold_to_customer,material_id,order_priority,payment_terms,incoterms,order_quantity,net_unit_price,discount_pct
6832,OR,10,2024-09-24,2000,DE01,Inside Sales,C007,MAT002,Medium,NET30,FCA,12,1018.94,0.2
6833,OR,10,2024-11-12,1000,EU02,Inside Sales,C005,MAT003,Critical,NET30,DAP,8,306.4,0.1
6834,OR,10,2023-08-17,2000,EU02,Retail,C010,MAT004,High,NET45,EXW,1,1745.42,0.05
6835,OR,10,2024-04-08,1000,EU01,Inside Sales,C002,MAT005,Critical,COD,EXW,4,461.31,0.1
6836,OR,10,2024-06-19,2000,EU02,Partner,C003,MAT007,High,NET45,FCA,12,1518.91,0.2
6837,ZOR,10,2024-01-13,1000,EU01,Online,C007,MAT002,Critical,COD,EXW,9,894.66,0.2
6838,ZOR,10,2023-03-29,2000,EU02,Online,C009,MAT005,Low,NET45,EXW,12,1223.71,0.05
6839,ZOR,10,2023-08-03,1000,EU01,Retail,C008,MAT003,Critical,PREPAID,DAP,10,676.26,0.0
6840,OR,10,2023-04-26,1000,EU02,Retail,C002,MAT004,Medium,NET30,EXW,4,407.08,0.0
6841,OR,10,2024-01-29,1000,EU01,Retail,C002,MAT007,Low,COD,EXW,4,1069.01,0.1
6842,OR,10,2023-12-20,1000,DE01,Partner,C003,MAT008,Critical,COD,FCA,4,919.73,0.0
6843,OR,10,2024-04-22,1000,DE01,Retail,C007,MAT005,Medium,NET30,EXW,11,520.15,0.0
6844,OR,10,2024-01-24,1000,DE01,Inside Sales,C008,MAT001,High,NET45,DAP,12,1162.05,0.15
6845,OR,10,2024-10-20,1000,EU01,Online,C008,MAT003,Medium,PREPAID,DAP,11,177.84,0.05
6846,ZOR,10,2024-02-21,1000,DE01,Inside Sales,C002,MAT004,Medium,NET30,DAP,3,622.75,0.0
6847,OR,10,2023-04-28,1000,EU02,Retail,C004,MAT004,High,PREPAID,FCA,7,68.43,0.05
6848,OR,10,2023-01-10,2000,EU01,Retail,C008,MAT003,High,NET45,FCA,9,1238.65,0.15
6849,ZOR,10,2024-05-27,1000,EU02,Online,C009,MAT005,High,NET45,EXW,7,1039.41,0.15
6850,OR,10,2024-01-09,1000,DE01,Partner,C007,MAT008,High,NET30,DAP,12,1658.21,0.05
6851,ZOR,10,2024-05-25,2000,DE01,Retail,C001,MAT008,Critical,PREPAID,FCA,2,1066.96,0.2
6852,OR,10,2023-03-09,1000,DE01,Partner,C002,MAT007,High,PREPAID,DAP,7,1548.57,0.2
6853,ZOR,10,2024-11-19,1000,DE01,Inside Sales,C004,MAT002,Low,NET45,DAP,11,254.3,0.15
6854,ZOR,10,2023-07-21,2000,EU02,Online,C003,MAT005,Medium,NET30,FCA,9,610.37,0.0
6855,ZOR,10,2024-01-06,1000,EU02,Online,C001,MAT008,High,PREPAID,EXW,9,1177.17,0.15
6856,ZOR,10,2024-11-03,1000,DE01,Online,C010,MAT001,Low,NET45,DAP,4,931.39,0.2
6857,ZOR,10,2023-09-08,1000,DE01,Retail,C008,MAT001,Medium,NET45,EXW,3,634.22,0.0
6858,OR,10,2024-09-12,1000,EU02,Online,C005,MAT006,Medium,NET45,EXW,11,1220.76,0.05
6859,ZOR,10,2024-12-12,2000,DE01,Partner,C010,MAT005,Critical,NET45,EXW,5,1651.63,0.0
6860,ZOR,10,2024-10-02,2000,EU02,Retail,C009,MAT007,High,PREPAID,FCA,1,335.4,0.05
6861,ZOR,10,2023-04-28,1000,EU02,Partner,C009,MAT002,Critical,NET45,FCA,7,1799.32,0.2
6862,ZOR,10,2024-06-04,1000,EU02,Online,C004,MAT004,Medium,NET45,FCA,2,1263.34,0.15
6863,ZOR,10,2023-03-14,1000,DE01,Partner,C006,MAT006,High,NET30,FCA,4,1062.33,0.0
6864,OR,10,2024-03-11,1000,EU02,Retail,C010,MAT008,High,NET45,DAP,6,928.92,0.1
6865,OR,10,2023-05-12,2000,DE01,Partner,C004,MAT004,Medium,COD,FCA,3,265.1,0.0
6866,ZOR,10,2024-11-09,2000,DE01,Partner,C005,MAT005,Low,COD,FCA,3,276.08,0.0
6867,ZOR,10,2023-04-20,2000,DE01,Partner,C008,MAT006,Critical,PREPAID,EXW,10,1501.63,0.2
6868,ZOR,10,2024-01-27,2000,EU01,Inside Sales,C005,MAT004,High,COD,FCA,3,89.26,0.15
6869,OR,10,2023-01-12,2000,EU02,Inside Sales,C009,MAT005,High,COD,FCA,7,71.41,0.15
6870,ZOR,10,2023-05-19,2000,DE01,Retail,C004,MAT008,Low,NET30,DAP,11,1556.29,0.0
6871,OR,10,2024-11-19,2000,DE01,Retail,C005,MAT003,Low,NET45,DAP,7,823.89,0.0
6872,ZOR,10,2023-03-12,2000,EU01,Retail,C009,MAT006,Critical,COD,DAP,12,385.53,0.2
6873,OR,10,2023-08-14,2000,EU01,Retail,C008,MAT002,Critical,PREPAID,FCA,8,1496.37,0.1
6874,ZOR,10,2024-07-01,1000,EU02,Retail,C008,MAT006,Critical,NET45,EXW,8,522.92,0.0
6875,OR,10,2024-07-21,1000,EU01,Retail,C001,MAT003,Medium,PREPAID,FCA,1,815.19,0.15
6876,OR,10,2024-02-22,2000,DE01,Inside Sales,C007,MAT004,High,NET45,DAP,6,491.87,0.1
6877,ZOR,10,2024-05-14,1000,EU02,Inside Sales,C004,MAT001,Low,PREPAID,FCA,7,1009.94,0.0
6878,OR,10,2024-10-30,1000,EU02,Retail,C002,MAT008,Medium,NET30,EXW,11,260.42,0.0
6879,OR,10,2024-08-01,1000,DE01,Online,C001,MAT004,Low,NET30,EXW,3,785.65,0.15
6880,ZOR,10,2023-03-09,2000,EU01,Online,C007,MAT005,Critical,NET45,FCA,6,1746.41,0.1
6881,ZOR,10,2023-09-20,2000,DE01,Online,C009,MAT008,Low,COD,DAP,3,1661.32,0.05
6882,ZOR,10,2024-01-20,1000,EU02,Online,C004,MAT002,Low,COD,EXW,2,421.63,0.15
6883,ZOR,10,2024-09-14,1000,DE01,Online,C007,MAT004,High,COD,FCA,1,244.28,0.15
6884,ZOR,10,2023-12-25,2000,EU01,Partner,C003,MAT007,High,NET45,FCA,1,1170.16,0.0
6885,ZOR,10,2024-11-22,1000,EU02,Retail,C006,MAT008,Medium,COD,EXW,1,695.23,0.2
6886,OR,10,2024-12-20,2000,EU02,Partner,C005,MAT004,High,NET30,EXW,9,769.96,0.1
6887,OR,10,2023-12-25,1000,EU02,Online,C007,MAT006,Low,NET30,EXW,6,1490.62,0.1
6888,ZOR,10,2023-06-19,1000,EU02,Partner,C007,MAT003,High,NET45,FCA,5,1340.63,0.2
6889,ZOR,10,2024-02-13,1000,EU01,Retail,C005,MAT004,Low,PREPAID,FCA,11,917.65,0.15
6890,OR,10,2024-03-21,2000,EU02,Retail,C005,MAT004,High,NET45,FCA,12,405.44,0.0
6891,OR,10,2023-08-10,2000,DE01,Retail,C006,MAT005,High,PREPAID,FCA,4,1773.15,0.2
6892,OR,10,2023-10-13,1000,EU02,Retail,C009,MAT002,Low,PREPAID,EXW,9,463.87,0.15
6893,OR,10,2024-12-21,1000,DE01,Online,C010,MAT002,Low,COD,DAP,3,1260.43,0.05
6894,ZOR,10,2023-06-01,1000,EU02,Partner,C009,MAT007,High,PREPAID,EXW,2,890.34,0.15
6895,OR,10,2024-10-03,1000,DE01,Partner,C010,MAT002,Medium,NET45,FCA,4,249.03,0.0
6896,ZOR,10,2024-02-22,2000,EU02,Online,C008,MAT002,Medium,NET45,EXW,8,404.25,0.1
6897,ZOR,10,2024-12-24,1000,DE01,Inside Sales,C004,MAT002,Critical,COD,EXW,7,820.52,0.05
6898,ZOR,10,2024-11-24,2000,EU02,Partner,C006,MAT003,Low,NET30,EXW,10,1494.98,0.0
6899,ZOR,10,2023-01-27,1000,EU02,Online,C008,MAT005,Low,NET30,FCA,7,83.27,0.05
6900,ZOR,10,2023-10-24,2000,DE01,Online,C007,MAT004,High,COD,EXW,2,1114.09,0.05
6901,OR,10,2024-12-07,2000,EU02,Partner,C001,MAT003,Medium,COD,FCA,9,1772.47,0.1
6902,OR,10,2023-07-28,1000,EU01,Inside Sales,C006,MAT004,Low,COD,EXW,1,1081.56,0.0
6903,ZOR,10,2023-03-17,2000,EU02,Online,C001,MAT004,Critical,NET30,DAP,6,519.15,0.0
6904,ZOR,10,2024-03-21,1000,EU01,Online,C009,MAT002,Medium,NET45,EXW,11,118.26,0.0
6905,OR,10,2024-02-04,1000,DE01,Inside Sales,C004,MAT002,Medium,COD,EXW,5,1470.63,0.1
6906,ZOR,10,2023-11-08,2000,EU01,Partner,C010,MAT005,Critical,NET45,FCA,9,141.15,0.2
6907,OR,10,2023-09-25,2000,EU02,Online,C010,MAT008,Critical,PREPAID,DAP,11,1629.98,0.05
6908,OR,10,2023-09-17,2000,EU02,Online,C010,MAT001,High,PREPAID,FCA,5,478.84,0.2
6909,ZOR,10,2024-01-17,1000,EU02,Inside Sales,C002,MAT008,Low,NET45,EXW,12,253.05,0.15
6910,ZOR,10,2024-06-29,1000,EU01,Inside Sales,C009,MAT008,Low,NET45,EXW,7,1170.43,0.15
6911,OR,10,2023-10-12,2000,EU01,Retail,C004,MAT005,Low,NET45,DAP,11,309.28,0.1
6912,ZOR,10,2024-08-29,1000,EU02,Inside Sales,C008,MAT007,High,NET45,FCA,7,1168.01,0.2
6913,ZOR,10,2024-07-01,2000,EU01,Online,C007,MAT001,Low,COD,DAP,8,1473.25,0.0
6914,OR,10,2023-05-11,1000,EU02,Partner,C006,MAT001,Low,NET45,EXW,1,831.91,0.2
6915,ZOR,10,2023-09-22,2000,DE01,Inside Sales,C001,MAT005,Low,COD,DAP,4,454.84,0.05
6916,ZOR,10,2024-09-22,1000,DE01,Retail,C005,MAT001,Low,COD,FCA,4,700.15,0.0
6917,OR,10,2023-10-31,2000,DE01,Retail,C009,MAT003,Medium,NET45,DAP,7,1397.83,0.0
6918,ZOR,10,2023-07-08,2000,DE01,Inside Sales,C009,MAT005,Low,NET45,FCA,10,749.99,0.1
6919,OR,10,2023-03-24,2000,DE01,Online,C001,MAT003,Medium,NET30,DAP,11,717.54,0.1
6920,OR,10,2024-12-08,1000,EU01,Inside Sales,C006,MAT005,Medium,NET30,FCA,9,956.68,0.2
6921,ZOR,10,2023-04-17,2000,EU02,Online,C005,MAT006,High,COD,DAP,4,908.46,0.0
6922,ZOR,10,2024-12-12,2000,EU01,Inside Sales,C005,MAT003,Critical,COD,FCA,6,1293.88,0.0
6923,ZOR,10,2023-04-10,2000,EU01,Partner,C009,MAT001,Critical,NET45,EXW,7,1139.38,0.0
6924,ZOR,10,2024-11-21,1000,EU01,Online,C006,MAT005,Medium,NET45,FCA,8,494.1,0.1
6925,ZOR,10,2024-07-04,1000,EU02,Online,C007,MAT002,High,NET45,DAP,6,1456.68,0.0
6926,ZOR,10,2023-07-01,2000,EU02,Retail,C010,MAT002,High,PREPAID,EXW,8,1636.64,0.05
6927,ZOR,10,2023-05-29,1000,EU02,Retail,C003,MAT003,Medium,PREPAID,FCA,3,1583.87,0.2
6928,ZOR,10,2023-05-28,1000,DE01,Retail,C003,MAT005,High,NET45,FCA,7,630.4,0.2
6929,ZOR,10,2023-02-02,2000,EU01,Partner,C010,MAT005,Critical,PREPAID,FCA,6,1042.87,0.0
6930,ZOR,10,2024-09-10,1000,DE01,Online,C002,MAT002,High,PREPAID,FCA,12,1145.89,0.0
6931,OR,10,2023-11-23,2000,DE01,Partner,C002,MAT004,Low,NET30,DAP,8,336.17,0.0
6932,OR,10,2024-08-08,1000,EU01,Partner,C002,MAT006,Critical,NET45,EXW,9,915.85,0.15
6933,ZOR,10,2023-08-08,1000,DE01,Partner,C010,MAT005,Critical,NET45,FCA,11,709.91,0.2
6934,OR,10,2024-06-14,2000,DE01,Partner,C005,MAT006,Medium,PREPAID,DAP,4,744.91,0.15
6935,ZOR,10,2023-01-30,2000,DE01,Partner,C002,MAT001,High,COD,EXW,6,506.82,0.1
6936,OR,10,2023-09-01,2000,EU01,Inside Sales,C003,MAT004,Low,NET45,FCA,10,304.96,0.0
6937,OR,10,2023-02-24,1000,EU02,Online,C006,MAT001,Critical,PREPAID,FCA,10,1025.16,0.0
6938,ZOR,10,2024-11-11,2000,DE01,Retail,C010,MAT005,Medium,NET45,DAP,7,1402.08,0.15
6939,OR,10,2024-05-29,2000,EU01,Online,C006,MAT003,Medium,COD,DAP,6,1346.15,0.0
6940,ZOR,10,2023-10-11,1000,EU02,Partner,C007,MAT008,Low,COD,FCA,3,821.33,0.2
6941,OR,10,2023-11-13,1000,DE01,Online,C007,MAT002,Low,COD,EXW,11,799.7,0.0
6942,OR,10,2024-06-21,2000,EU02,Partner,C003,MAT003,Low,NET30,EXW,5,147.67,0.0
6943,OR,10,2023-01-27,1000,EU02,Inside Sales,C003,MAT005,High,NET45,DAP,12,1374.6,0.0
6944,ZOR,10,2023-12-03,1000,EU02,Online,C001,MAT004,Medium,PREPAID,FCA,11,1697.48,0.15
6945,OR,10,2024-09-06,1000,EU01,Retail,C007,MAT005,Medium,COD,EXW,1,1281.14,0.0
6946,ZOR,10,2023-10-30,2000,DE01,Inside Sales,C002,MAT007,High,NET30,DAP,11,165.49,0.1
6947,ZOR,10,2023-01-01,1000,EU01,Inside Sales,C006,MAT008,High,NET45,FCA,6,230.13,0.05
6948,OR,10,2023-03-08,1000,EU02,Online,C001,MAT008,Medium,NET45,DAP,8,366.66,0.0
6949,OR,10,2023-05-20,2000,EU01,Retail,C008,MAT002,Low,NET30,EXW,1,1562.7,0.2
6950,OR,10,2024-12-05,2000,DE01,Inside Sales,C010,MAT006,Medium,COD,FCA,8,1382.75,0.0
6951,ZOR,10,2024-06-28,2000,EU02,Inside Sales,C007,MAT008,High,NET30,FCA,6,789.38,0.05
6952,OR,10,2024-10-15,2000,EU01,Partner,C001,MAT004,Critical,NET45,FCA,6,380.78,0.0
6953,ZOR,10,2023-09-25,1000,DE01,Inside Sales,C004,MAT008,Low,NET45,FCA,6,478.12,0.2
6954,OR,10,2024-10-11,1000,EU01,Inside Sales,C010,MAT001,Medium,NET30,EXW,3,813.33,0.1
6955,ZOR,10,2023-05-02,1000,EU01,Inside Sales,C001,MAT003,Low,PREPAID,EXW,12,69.99,0.05
6956,ZOR,10,2024-06-04,2000,EU02,Online,C008,MAT001,Medium,NET30,DAP,6,1373.9,0.0
6957,ZOR,10,2023-03-31,2000,EU02,Inside Sales,C008,MAT002,Medium,NET45,FCA,6,1630.41,0.05
6958,OR,10,2024-12-11,2000,DE01,Online,C007,MAT001,Medium,PREPAID,FCA,3,1575.22,0.0
6959,ZOR,10,2023-05-06,1000,DE01,Online,C010,MAT001,Critical,NET30,DAP,9,975.29,0.15
6960,OR,10,2024-02-28,2000,DE01,Retail,C005,MAT001,High,COD,FCA,8,700.75,0.1
6961,OR,10,2023-06-13,2000,EU01,Partner,C007,MAT004,Critical,NET30,FCA,10,1632.85,0.1
6962,OR,10,2024-01-06,1000,EU01,Retail,C008,MAT006,Low,NET45,DAP,10,41.08,0.15
6963,OR,10,2024-09-02,2000,DE01,Inside Sales,C004,MAT007,Medium,NET30,DAP,4,1235.56,0.15
6964,OR,10,2023-07-17,2000,EU01,Online,C008,MAT006,Critical,NET30,FCA,7,1286.05,0.05
6965,OR,10,2024-12-25,2000,DE01,Online,C004,MAT003,High,COD,DAP,7,1502.88,0.1
6966,ZOR,10,2024-08-08,2000,EU01,Partner,C009,MAT008,Medium,PREPAID,EXW,2,583.29,0.15
6967,ZOR,10,2024-04-03,2000,EU02,Inside Sales,C008,MAT003,Medium,COD,FCA,2,206.89,0.0
6968,ZOR,10,2023-12-19,1000,EU01,Retail,C006,MAT001,Critical,COD,FCA,9,807.83,0.15
6969,ZOR,10,2023-12-24,2000,EU01,Inside Sales,C001,MAT006,Medium,NET45,FCA,4,51.63,0.0
6970,OR,10,2023-01-26,2000,EU02,Retail,C010,MAT005,Low,NET45,DAP,11,1277.73,0.2
6971,ZOR,10,2024-10-17,2000,EU02,Online,C007,MAT003,Critical,NET45,FCA,1,1010.69,0.15
6972,ZOR,10,2023-01-17,1000,EU01,Partner,C003,MAT008,Medium,NET45,FCA,7,1538.58,0.0
6973,OR,10,2023-03-22,2000,DE01,Partner,C009,MAT004,High,PREPAID,EXW,8,126.03,0.15
6974,OR,10,2023-09-27,2000,EU02,Partner,C004,MAT004,Medium,NET30,FCA,12,1613.28,0.0
6975,ZOR,10,2024-11-22,2000,DE01,Online,C004,MAT004,Critical,NET45,EXW,7,1377.85,0.1
6976,OR,10,2023-11-23,1000,EU02,Retail,C004,MAT005,Medium,COD,DAP,6,1451.74,0.0
6977,OR,10,2023-12-14,2000,EU01,Retail,C008,MAT006,Medium,COD,EXW,8,1133.8,0.0
6978,OR,10,2024-04-21,1000,EU02,Online,C008,MAT008,Medium,PREPAID,FCA,5,1307.57,0.15
6979,ZOR,10,2024-01-04,1000,DE01,Inside Sales,C008,MAT003,Critical,PREPAID,EXW,6,40.89,0.15
6980,OR,10,2023-09-11,1000,EU02,Inside Sales,C002,MAT002,High,COD,DAP,7,1163.7,0.1
6981,ZOR,10,2024-11-17,2000,DE01,Retail,C002,MAT005,High,PREPAID,FCA,4,986.52,0.2
6982,ZOR,10,2024-11-13,1000,EU01,Partner,C008,MAT002,Medium,NET45,EXW,9,1125.67,0.1
6983,OR,10,2023-11-15,1000,EU01,Inside Sales,C002,MAT007,Low,PREPAID,EXW,8,777.56,0.15
6984,OR,10,2023-03-09,1000,DE01,Inside Sales,C010,MAT007,Medium,COD,FCA,6,646.06,0.1
6985,ZOR,10,2023-01-10,2000,DE01,Retail,C003,MAT002,Critical,COD,DAP,5,958.99,0.1
6986,ZOR,10,2024-10-02,1000,EU02,Partner,C010,MAT007,Critical,PREPAID,FCA,3,836.73,0.2
6987,ZOR,10,2023-06-24,2000,EU01,Online,C008,MAT006,Medium,PREPAID,EXW,6,856.84,0.1
6988,ZOR,10,2024-11-18,2000,EU02,Retail,C002,MAT005,Medium,NET30,FCA,12,806.47,0.1
6989,OR,10,2024-05-13,2000,EU02,Inside Sales,C010,MAT003,High,NET30,FCA,9,1650.77,0.2
6990,ZOR,10,2023-07-06,1000,EU02,Online,C006,MAT002,High,COD,DAP,6,1472.96,0.0
6991,ZOR,10,2023-06-13,1000,DE01,Online,C001,MAT002,Low,NET30,EXW,1,869.28,0.0
6992,OR,10,2023-08-22,1000,EU01,Inside Sales,C008,MAT008,Critical,NET30,EXW,12,1687.76,0.0
6993,ZOR,10,2023-09-23,1000,DE01,Inside Sales,C007,MAT004,Medium,NET45,DAP,7,285.72,0.0
6994,ZOR,10,2023-06-06,2000,DE01,Partner,C004,MAT008,Medium,NET30,DAP,11,196.46,0.1
6995,ZOR,10,2024-07-27,1000,EU02,Retail,C009,MAT006,High,NET30,EXW,10,547.45,0.05
6996,ZOR,10,2024-09-14,1000,EU01,Retail,C006,MAT002,High,COD,DAP,7,401.87,0.0
6997,OR,10,2023-08-24,2000,EU01,Partner,C003,MAT006,Medium,PREPAID,DAP,1,937.99,0.0
6998,OR,10,2023-01-03,1000,EU01,Inside Sales,C004,MAT004,Critical,COD,EXW,9,1193.47,0.0
6999,ZOR,10,2024-08-24,1000,EU02,Partner,C002,MAT003,High,PREPAID,DAP,11,404.29,0.0
7000,OR,10,2023-08-03,2000,EU01,Online,C001,MAT006,High,PREPAID,DAP,2,755.67,0.1
7001,OR,10,2024-12-24,1000,DE01,Retail,C009,MAT008,Low,PREPAID,FCA,12,1339.22,0.0
7002,ZOR,10,2024-05-11,2000,DE01,Online,C010,MAT008,Low,NET30,EXW,10,81.17,0.1
7003,ZOR,10,2023-07-25,1000,EU01,Online,C010,MAT008,Critical,NET45,FCA,12,340.68,0.0
7004,OR,10,2024-05-07,2000,EU01,Inside Sales,C002,MAT002,Critical,COD,EXW,7,1280.7,0.05
7005,ZOR,10,2024-12-07,2000,DE01,Inside Sales,C002,MAT003,Low,NET30,DAP,9,1522.28,0.1
7006,ZOR,10,2024-07-15,2000,EU01,Inside Sales,C002,MAT001,Medium,NET45,DAP,10,469.13,0.15
7007,OR,10,2024-06-17,2000,DE01,Retail,C007,MAT004,Critical,NET45,EXW,4,902.46,0.05
7008,ZOR,10,2023-04-10,1000,EU01,Partner,C006,MAT007,Medium,COD,FCA,4,1793.72,0.05
7009,OR,10,2023-09-30,1000,DE01,Retail,C007,MAT008,Low,NET45,DAP,2,1269.44,0.2
7010,ZOR,10,2023-03-05,1000,DE01,Retail,C002,MAT001,Critical,NET45,FCA,8,36.24,0.0
7011,OR,10,2024-06-10,1000,EU01,Retail,C007,MAT002,Low,NET30,FCA,1,238.52,0.15
7012,OR,10,2024-02-23,2000,EU02,Partner,C002,MAT007,Critical,COD,DAP,8,1762.42,0.1
7013,ZOR,10,2023-08-09,1000,EU01,Retail,C003,MAT004,Critical,COD,DAP,11,1270.91,0.2
7014,OR,10,2024-02-20,1000,EU02,Partner,C007,MAT002,Low,NET30,DAP,12,1421.99,0.0
7015,ZOR,10,2023-07-03,1000,EU02,Inside Sales,C010,MAT007,Critical,COD,DAP,6,775.8,0.15
7016,OR,10,2024-02-27,1000,EU01,Inside Sales,C004,MAT005,Medium,COD,FCA,12,693.56,0.0
7017,OR,10,2024-12-22,2000,EU01,Partner,C001,MAT004,Medium,PREPAID,DAP,12,180.42,0.05
7018,ZOR,10,2024-09-21,2000,EU01,Retail,C003,MAT001,High,COD,EXW,6,1106.51,0.1
7019,ZOR,10,2023-08-15,1000,DE01,Online,C004,MAT004,Low,NET30,EXW,3,710.98,0.15
7020,OR,10,2024-05-10,2000,DE01,Retail,C003,MAT002,Low,PREPAID,EXW,1,1459.54,0.2
7021,OR,10,2024-05-20,2000,EU01,Partner,C009,MAT002,Critical,PREPAID,EXW,6,736.58,0.0
7022,OR,10,2024-08-25,1000,EU01,Retail,C009,MAT006,Low,COD,DAP,7,987.2,0.0
7023,ZOR,10,2023-01-20,2000,DE01,Retail,C003,MAT004,Critical,COD,DAP,10,1792.87,0.1
7024,OR,10,2024-02-07,1000,DE01,Partner,C006,MAT002,Critical,NET30,FCA,2,674.3,0.15
7025,ZOR,10,2023-10-25,1000,EU02,Partner,C001,MAT008,Low,NET30,FCA,11,1068.06,0.0
7026,OR,10,2024-05-21,1000,EU02,Inside Sales,C010,MAT004,Low,NET30,EXW,2,77.81,0.0
7027,OR,10,2024-06-14,2000,EU02,Online,C009,MAT006,High,COD,DAP,9,514.52,0.2
7028,OR,10,2024-10-09,2000,DE01,Inside Sales,C006,MAT004,Medium,NET30,FCA,12,1752.45,0.1
7029,OR,10,2023-08-16,2000,DE01,Online,C004,MAT004,High,COD,DAP,11,763.21,0.0
7030,ZOR,10,2024-12-25,1000,EU02,Online,C006,MAT001,High,PREPAID,FCA,1,533.78,0.0
7031,OR,10,2024-07-08,2000,EU02,Inside Sales,C006,MAT006,High,NET30,EXW,2,1401.49,0.1
7032,OR,10,2024-07-12,1000,EU01,Partner,C003,MAT001,Low,NET45,EXW,6,74.24,0.1
7033,ZOR,10,2024-02-12,2000,EU02,Online,C004,MAT002,High,NET30,EXW,3,930.45,0.0
7034,OR,10,2024-05-12,1000,EU02,Partner,C007,MAT005,Medium,PREPAID,EXW,7,991.31,0.15
7035,ZOR,10,2023-10-31,2000,EU02,Partner,C003,MAT004,Medium,PREPAID,FCA,6,1628.97,0.0
7036,OR,10,2024-09-13,2000,EU01,Partner,C005,MAT003,Medium,COD,EXW,7,234.53,0.2
7037,ZOR,10,2023-11-12,2000,DE01,Online,C002,MAT008,Critical,NET30,EXW,5,799.01,0.0
7038,ZOR,10,2024-04-26,1000,EU02,Online,C009,MAT008,Critical,NET45,DAP,10,670.79,0.0
7039,ZOR,10,2024-12-13,2000,EU01,Inside Sales,C010,MAT007,Low,NET30,DAP,5,1766.64,0.1
7040,OR,10,2023-07-07,2000,EU01,Retail,C010,MAT008,Low,PREPAID,EXW,12,1313.53,0.0
7041,ZOR,10,2023-03-18,2000,EU02,Online,C001,MAT004,Low,COD,EXW,8,989.84,0.05
7042,ZOR,10,2023-09-14,2000,DE01,Inside Sales,C010,MAT003,Medium,NET30,EXW,10,1799.36,0.15
7043,OR,10,2023-04-11,1000,DE01,Inside Sales,C005,MAT004,Medium,COD,EXW,3,1260.85,0.0
7044,OR,10,2024-10-20,2000,DE01,Online,C005,MAT007,Medium,COD,DAP,8,648.15,0.0
7045,OR,10,2024-05-25,2000,EU01,Online,C002,MAT006,Low,NET45,DAP,4,1752.98,0.1
7046,ZOR,10,2023-07-14,1000,EU02,Partner,C010,MAT006,Critical,NET45,DAP,9,135.78,0.0
7047,ZOR,10,2024-10-08,2000,DE01,Online,C008,MAT006,Low,PREPAID,DAP,7,293.97,0.0
7048,OR,10,2024-02-19,2000,DE01,Inside Sales,C007,MAT001,Low,NET45,EXW,12,720.24,0.05
7049,OR,10,2023-10-11,1000,DE01,Retail,C007,MAT002,Medium,COD,FCA,8,659.46,0.05
7050,OR,10,2024-01-27,1000,DE01,Online,C006,MAT003,Low,PREPAID,FCA,6,698.74,0.05
7051,ZOR,10,2023-05-26,2000,DE01,Retail,C009,MAT003,Medium,COD,DAP,5,1287.32,0.2
7052,ZOR,10,2024-07-20,2000,EU01,Partner,C001,MAT005,Low,PREPAID,FCA,4,1539.64,0.15
7053,OR,10,2023-07-14,1000,EU01,Partner,C004,MAT006,Low,NET45,DAP,1,1707.82,0.2
7054,OR,10,2023-09-12,2000,EU02,Online,C010,MAT006,Critical,NET45,DAP,9,1133.28,0.0
7055,OR,10,2023-12-11,1000,EU02,Online,C006,MAT006,Low,PREPAID,EXW,12,580.34,0.2
7056,OR,10,2024-01-17,2000,DE01,Inside Sales,C005,MAT006,Low,COD,FCA,7,53.49,0.1
7057,ZOR,10,2023-04-15,1000,EU02,Inside Sales,C005,MAT001,High,NET45,EXW,6,813.57,0.0
7058,OR,10,2023-09-03,1000,EU02,Retail,C008,MAT006,Medium,PREPAID,DAP,6,959.78,0.05
7059,OR,10,2024-03-13,2000,EU02,Online,C003,MAT008,High,NET30,FCA,12,1063.15,0.1
7060,ZOR,10,2024-09-18,1000,EU01,Retail,C006,MAT007,Critical,PREPAID,DAP,2,647.51,0.0
7061,OR,10,2023-02-07,2000,EU02,Inside Sales,C010,MAT004,Low,COD,DAP,9,412.38,0.15
7062,OR,10,2023-04-27,1000,EU01,Inside Sales,C002,MAT008,Medium,PREPAID,DAP,6,980.06,0.2
7063,OR,10,2024-07-19,1000,EU01,Online,C007,MAT008,Low,NET45,DAP,11,1727.99,0.05
7064,ZOR,10,2023-11-23,1000,EU02,Inside Sales,C003,MAT004,Critical,NET30,FCA,4,1428.69,0.0
7065,ZOR,10,2024-08-06,1000,EU01,Partner,C010,MAT008,Low,COD,DAP,3,1549.82,0.2
7066,ZOR,10,2023-04-18,1000,DE01,Online,C004,MAT003,Low,NET30,EXW,11,700.56,0.0
7067,ZOR,10,2024-04-28,2000,EU02,Retail,C008,MAT007,Medium,NET30,FCA,7,690.56,0.0
7068,ZOR,10,2023-03-29,2000,EU02,Online,C008,MAT008,Medium,NET45,FCA,5,1288.11,0.0
7069,OR,10,2023-06-06,2000,EU02,Retail,C005,MAT002,Medium,NET30,EXW,9,1060.0,0.05
7070,OR,10,2024-01-30,1000,EU01,Partner,C005,MAT001,Critical,NET45,EXW,3,1435.52,0.0
7071,ZOR,10,2023-04-09,1000,EU01,Retail,C002,MAT008,Medium,COD,EXW,1,720.06,0.0
7072,ZOR,10,2024-09-30,1000,EU02,Inside Sales,C004,MAT007,Medium,NET30,EXW,7,201.29,0.2
7073,ZOR,10,2024-11-02,1000,EU02,Retail,C002,MAT008,Low,PREPAID,DAP,1,1289.57,0.2
